id,text,label,category,source,filename
normal_상품 가입 및 해지_[수정]20210202 103506," 공공 골든 나이프 연금 저축 신탁 안정형은 무엇인가요? 예인의 안정적인 노후 생활을 위해 일정 기간 동안 정리판 후, 신탁 원리금에 연금으로 수령하는 불특정 금전신탁입니다. 신탁재산 운영은 어떻게 되나요? 주식 및 주식 관련 파생상품 신탁 재산의 10% 이내 대출  최권 및, 최권 관련 파생상품 유동자산 및 기타 자산 90% 이상입니다. 종립기간은요? 5년이상 만 55세 이상이 되는 때까지 입니다. 연금기간을요? 정립기가는 5년 이상만 55세 유건이 충족한 후부터 10년만 이상입니다 세공제는요? 해상연도  순 나비 금액의 13.2%입니다 가입 대상은요? 국내 거주자인 개인 입니다 신탁기간은요 정립 기관 플러스 연급지극 기관입니다 신탁금액은 어떻게 되나요? 매회 만원 이상, 연관만에 1,800만 원에서 자유롭게 정리 가능합니다 중도 해지하면요 부득이 한 경우 연금 소득세만 70세 이만은  5.5%입니다 그럼 70세 이상은요 4.4% 입니다",0,상품 가입 및 해지,original,[수정]20210202 103506.mp3
normal_상품 가입 및 해지_[수정]20210202 103714," 공공비가세 파도타기 시스템 주식형 신탁은 무엇인가요? 가입부 1년 이상 경과시 비가세입니다. 자동문화의 매매 시스탄에 의한 수익 극대와 추구합니다. 주가 하락실 손실 리스크를 축소합니다. 신탁지상 운영은 어떻게 되나요? 주식 등, 신탁 기간 동안 주식등 보여비율이 평균 60%이상  파생상품 운영 가능합니다. 가입대사는요? 소득세 법상 거주자입니다. 신탁기관은요? 네, 신탁기가 별루수타일로부터 해지일까지 입니다. 신착금액은요 ? 백만원 이상 8천만 원 이하원 단위 까지 가능 합니다. 세금 우대 내후군요? 해당 사항 없습니다. 중도해지 수수료 있습니까  매 수타 건별로 개선합니다. 70% 이상은 언제부터 봤습니까? 수타 길로부터 3개월 미만입니다 비과세 적용되나요 네, 비과서에 적용 됩니다 예금자 보호되나요? 예금보되지 않습니다",0,상품 가입 및 해지,original,[수정]20210202 103714.mp3
normal_상품 가입 및 해지_[수정]20210202 103837," 최직신탁체권형제사원은 무엇입니까? 나비 원본이 보전되는 실적 배당 상품입니다. 신탁 이익에 대해 세금이 면제 되는 비거세상풍 입니다. 신착재산 운영은요? 채권기타자산 50% 이상 대출50% 이하입니다 가입대상은요  글로 기준법상, 퇴직금, 제도를 적용을 받는 상시글로자 5인 이상의 기업도는 단체입니다. 신탁기간은요? 신탁 계약일로부터 신탁해집 또는 종요일까지 입니다. 신탑보수는요?신탁재산 순자산 총회 평균 잔액 1%입니다 예금자보호되나요?예금자보도 됩니다  펀드 형태는 무엇인가요? 돼지 신탁입니다. 세금 우대 여부는요? 비과세 입니다 언제부터 판매됐나요? 2003년부터 입니다 펀더 유형은요? 채권형입니다 두식 투자 없습니다",0,상품 가입 및 해지,original,[수정]20210202 103837.mp3
normal_상품 가입 및 해지_[수정]20210202 104004," 공공파도탁이 장기주택 마련 신탑 안정성장형 지휘의 요는 무엇인가요? 갈빌로부터 7년 이상 경과시 2자 소득세 전액을 비과세해줍니다. 당해년도 저축 불이백의 몇 프로검위 내에서 소독 공지에 가능하나요? 40% 내세어 가능합니다. 자동분할 매매 되나요? 네, 매매 차익 누적으로 중장기적으로 안정적 수익을 추구합니다  또 다른 특징이 있나요? 매월 적은 금액으로 채권과 주식 등의 분산 투자하는 정립식 신탁 상품입니다. 가입대상은요? 만 18세 이상 무주택 자이거나, 전용면접 85제곱미터 이하에 1주택 소유자인세대주 입니다. 신탁금액은요?? 봉기 마라 300만원 이내입니다. 자유정립시긴가요???  매회 만원 이상 자유정립식입니다. 세개 무대 되나요? 계단사항 없습니다. 충도해지시에는요? 특별충도해 지시 신탁 이익 비과세 소득공재분 환입없습니다. 이 의상은요? 신탁재산의 운영 실적에 따라 이익의 배당이 달라질 수 있으며 경우에 따라서는 원본의 손실도 발생하실수 있습니다",0,상품 가입 및 해지,original,[수정]20210202 104004.mp3
normal_상품 가입 및 해지_[수정]20210202 104221," 공공실버플랜신 노후 생활연금심 탁체권형은 무엇인가요? 고객의 라이브 스타일 및 작은 운영 계획에 따라서 디자인이 가능한 맞춤형 상품입니다. 예급자 보호되나요? 네, 보호듭니다. 상품의 특징이 있나요? 안정적인 수익 추구와 일정 금액 이상 가입시 보험가입해주는  휴전형 상품입니다. 신탁 운영은 어떻게 되나요? 채권, 채권 관련 파생상품 대출 유동성 자산의 100% 이내입니다. 대출은요? 신탁자산에 50% 이내 입니다 가입대사는요? 만 18세 이 안에 개인입니다. 위탁자는 경우 인가요? 네 수익자는 다릅니다. 수익자가 누구인가요  위탁자 본인통은 위탁자가 지정하는 개인입니다. 신탁기간이요? 정립 기간은 1년 이상 연당으로 수익자의 연령이 만 40세 이상이 되는 때까지로 합니다. 연금지급기간이네요? 수익자들의 연령을 만 40세를 경과하고, 정림기관이 종류한 때부터 5년 이상연당이에요",0,상품 가입 및 해지,original,[수정]20210202 104221.mp3
normal_상품 가입 및 해지_[수정]20210202 104401," 공공내 마음대로 적금은 무엇인가요? 상품에 관한 다양한 옵션을 제공함으로써 고객이 직접 상품 요건을 설계하여 가입할 수 있는 비대면 체녈 정용 바이온상품입니다. 이유는요 최고 연 2% 입니다 기간은요 6개월에서 36개월 입니다 금액은요 만원 이상입니다 자유정립식 인가요  정액정립식도 있고요. 자유정림식도 있습니다. 이율이 다른가요? 정액은 2%이고요, 자유는 1.95%입니다. 얼마까지 넣을 수 있나요? 최대 300만 원 까지 입니다 예금담보대출 되나요? 계좌자내기에 95%까지 가능합니다 예금자 보호되나요? 네 최고 5000만원 까지 가능합니다  실제의 책은요. 비과세 저축으로 가입 가능합니다",0,상품 가입 및 해지,original,[수정]20210202 104401.mp3
normal_상품 가입 및 해지_[수정]20210202 104534," 공공만 맑은 하늘 접근 무엇입니까? 맑는 하늘은 미안 생활 속 작은 시천이 돼 우대 금리를 제공하고 대중교통 자장과 상위 관련 부료 보험 서비스를 제공하는 진학경 특화 성품입니다. 이유는요 최고 연 2.1% 입니다 기, 기가 는 요 1년,2년 3년 입니다  금액은요? 만원 이상 100만 원 이하금액입니다. 1인 1개자 인가요? 2인 3개자 제한 입니다. 재예치 되나요? 재 예치 안됩니다. 예금담보대출 되나요?? 계좌잔액의 95%까지 대출 가능합니다. 부가서비스는 무엇인가요??? 대중교통상회 및 자전거 상회 관련 단체 무료범 가입입니다 비과세 인가요  비과세입니다. 상품 유형은요? 자유정립식 에금 입니다",0,상품 가입 및 해지,original,[수정]20210202 104534.mp3
normal_상품 가입 및 해지_[수정]20210202 104700," 공공장병 내일 준비 적고뭔 무엇인가요? 병사 분급 한도 내에서 복무치간 동안 목 돈마련을 원하는 병력 의무공부자 맞춤흥 상품으로 은행 실적에 따라 추가 오대의 이유를 제공합니다. 금니는요? 연 5.5%입니다. 상품 유형은요 자유정 입식 입니다 가입 기간은요 6개월 이상  24개월 이하입니다. 저축 방법은요? 천원 이상 20만 원 이하 입니다 예금단보대출 되나요? 계좌 단위계 95%까지 됩니다 재정지원은 무엇인가요? 장병 내일 준비 적금 가입자의 목돈 마련 지원을 위해 국가예산으로 지급되는 장력음, 단 해지하는 경우 은행이 지급하는 위자로는  관련 없음. 3시 혜택 있나요? 비과세 저축으로 가입합니다 중도해지 이유는요 최저 0.1%입니다 가입 대상은요 의무 복무 기간이 6개월 이상 나는 경우 장병 내일 준비적금, 가입자격이 확인서 대출인 경우 입니다",0,상품 가입 및 해지,original,[수정]20210202 104700.mp3
normal_상품 가입 및 해지_[수정]20210202 104826, 공공국민 행복적금은 무엇인가요? 주택 구입 입원 등의 사유 발생 시 특별 중도에 지 서비스를 제공하고 만기 해지시 무대 극미를 제공하는 정��식 상품입니다. 이유를요 연 4.85% 입니다 기간을 요 1년 입니다 금액 을요 50만 원 이내 입니다  정액 자유정립식 2가지입니다. 정액적립시의 유른 어떤가요? 4.85% 입니다. 자유 적립 시의 유론요 3.85%. 됩니다. 지혜치이 되나요? 안됩니다 이 예금 보호자는요? 됩니다 가입개상은요 기차기초수급자 북한 이탈주민 결혼 이민여성 글로잘력은 수급  15. 강어 가족 지원 보호 대상자 만 65세 이상 차상이 개춘입니다,0,상품 가입 및 해지,original,[수정]20210202 104826.mp3
normal_상품 가입 및 해지_[수정]20210202 104942," 공공국민원적금 정액정립식은 무엇인가요? 은행거래 실적에 따라 다양한 우대율이 제공되는 정액 정립 식 예금입니다. 금위는 어떻게 되나요? 연 2.25% 입니다 상품 유형은요? 정액, 정림식 입니다 저 주크맥은 어떻게 되나 요? 만 원 이상 50만 원 이하 입니다 예금단 모델 줄 되나요 네  계좌 잔액의 95%까지 가능합니다. 세제 대규모 비과세 종합조축으로 가능합니다 중보 해지 이유는요 최저 연 0.1%입니다 가입대사는요 실명에 개인 1인 1계좌 입니다 이자식업 방법은요 만기 일시 지급식입니다 예금 보호 되나요? 네  5천만원까지 보호됩니다.",0,상품 가입 및 해지,original,[수정]20210202 104942.mp3
normal_상품 가입 및 해지_[수정]20210202 105052," 공공 스마트폰 소금은 무엇인가요? 아이콘을 눌러 조축할 수 있는 아이콘 정립과 계좌 상황의 시각화한 농장 6.3 서비스를 제공하는 스마트본 전용 자유정립식 예금입니다 금위를 어떻게 되나요? 연 2.15% 입니다 상품 유형은요? 자유 정림 식입니다 가입 기간이 요? 6개월 이상  36개월 이하입니다. 저축 금액은 어떻게 되나요? 1,000원 이상 100만 원인의 저춉 가능합니다 예금단보대출 가능하나요? 계좌 잔액에 95%까지 가능합니다. 예금자 보호되나요? 네 5천만 원 까지 가능합니다 세제는요? 비과세 저춧 가능합니다 가입 대장은 어떻게 되나요 스타 뱅킹을 가입한 개인밑  개인사업자입니다. 이제 지급 방법은요? 만기일시지급식 입니다",0,상품 가입 및 해지,original,[수정]20210202 105052.mp3
normal_상품 가입 및 해지_[수정]20210202 105202," 0000코노미 스나프스마트소금은 무엇인가요? 1인 가구 구비에 라이프 스타일과 관련된 다양한 우대율 및 부가서비스를 제공하는 전용 접근입니다. 이유는요? 최고 연 2.1% 입니다 기간은요 6개월에서 36개월 입니다 금액은요 만원 이상입니다 상품 유형은요 정의  자유정립식입니다. 예금단 보도에 줄 되나요? 계좌 잔액의 95% 가능합니다. 예 금자 보호되나요? 네, 됩니다. 실제 액체는요? 비과세 동합처축으로 가능합니다 이자 지급 방법은요? 완기일시지급식 입니다. 일부 해지 되나요 ? 해지 안됩니다",0,상품 가입 및 해지,original,[수정]20210202 105202.mp3
normal_상품 가입 및 해지_[수정]20210202 105305," 공공국민 첫 재택 예금은 무엇인가요? 20대에서 30대 직장인들의 첫 종자또에 굴리는데 적합한 상품으로, 0000 은행의 유스고객 대상 상품 패키지에 가입하거나 00 은행을 급여이체를 하는 경우 우대 이후를 받을 수 있는 월 복미 전기예금입니다. 이유는요  최고 연 0.9%입니다 기간은요 6개월에서 12개월 입니다 금액은요 100만원 에서 2000만 원 까지 입니다 상품 유형 은요 정기 예금 입니다 제예치 가능하나요 최장 3년 가능합니다 예금 단보내출 가능하나 요 계좌 잔액의 95% 가능 합니다  예금자 보호되나요? 네. 보도됩니다 가입 대상은요? 만 18세 이상, 만 38세 이하입니다 3세대거든요 비과 세 종합 전축으로 가입 가능합니다",0,상품 가입 및 해지,original,[수정]20210202 105305.mp3
normal_상품 가입 및 해지_[수정]20210202 105428," 무엇인가요 감행점주가 제목 플랜에 따라 망기의 자동차 주기등을 직접 설계할 수 있고 0000 은행기자 를 감행 점 결제 기자로 이용 시 우대 금리를 받을 수 있는 감행주 주전용 자유정립식 접근입니다. 이유는요 최고 연 1.85% 입니다. 기간은요 6개월에서  36개월입니다 금액은요? 천원에서 천만 원까지 입니다 상품 유형은요 자유 정립식 입니다 예금 단보내출 되나요 계좌자 내게 95% 까지 가능합니다 예금자 보호가 되나요 네, 보호됩니다 세시의 책은요 비과세 종합조축으로 가능합니다 이자 지급 방법은요  만기일시 지급식입니다. 가입대상에 제한 있나요? 제안 없습니다",0,상품 가입 및 해지,original,[수정]20210202 105428.mp3
normal_상품 가입 및 해지_[수정]20210202 105606," 청년 우대형 주택청약종합저축은 무엇인가요? 매월 약정 라비밀에 뭘 저출금을 나비파는 정립식 산품으로 순위가 발생하고 소장의 청약자격을 갖추면 민영주택 및 국민주택 모두 청약할 수 있으며 일정 자격 중족시, 우대율 및 비과세 혜택이 추가되는 주택 청약저춝입니다.  이유는요 최고 연 3.3% 입니다 기간은요 입주자 선정일까지입니다 정립방법은요 매월 약정 나비 비례 2만원에서 50 만 원 예금당 모대출 되나요 네 가능합니다 예금자보호가 되나요 보호되지 않습니다 가입대상은요 만 19세에서 만 34세에  연 3천만 원 이하 신고소득이 있는 자로써 다음 중 하나에 해당하는 자 청년 우대용 주택청약 교축 가입은 여러 개 알 수 있나요? 1인 1개자의 하나입니다 비과세 인가요? 비과세를 저쪽 입니다. 가입지역 제한 있나요?? 제안 없습니다",0,상품 가입 및 해지,original,[수정]20210202 105606.mp3
normal_상품 가입 및 해지_[수정]20210202 111439," 예금세지 관련하여 문의들입니다. 인터넷으로 예금 세지 가능한가요? 어떤 상품 말씀이신가요? 일반 정기예금입니다. 인터넷 으로 가입하신 상품인가요? 아니요, 영업점에서 가입한 것으로 기억합니다 죄송하지만 영업 점가 입상품은 인터네테지가 불과는 합니다 왠지 그럴 것 같아서 영업 좀을 찾아갔더니  캐셋 하셨더라구요 아 그러시군요 상품가입한 영업점이 아니더라도 다른영업점에서 가능하십니다 알겠습니다 동장을 가지고 가야 하나 요 네 혹시 동장이 없으신가요 네 이사하면서 분실 한 것 같습니다 혹시 도장으로 만드신 동장이신가요 아니요 소명을 만들었습니다 그러시군녀 신분증과 함께 영업전 방문하시면 가능합니다  네, 알겠습니다.",0,상품 가입 및 해지,original,[수정]20210202 111439.mp3
normal_상품 가입 및 해지_[수정]20210202 111603," 여보세요? 대출 관련...요, 죽고 싶습니다. 지금 마이너스 통장을 이용 중인데 이거 해지하고 싶었어요 아 망기 전에 상품해지를 요청하시는 상황이신가요 네 맞습니다 사용에 불편하신 점이 있으셨나요 아니요 그냥 돈을 좀 계획 없이 사용하게 되는 것 같았어요 혹시 지금 약정 해지하면 다시 사용이 어려울까요  망기 전까지라면 별도 신사 없이 다시 사용 가능합니다. 해지하려면 어떻게 하면 되나요? 명업점 방문이나 콜센터 또는 인터넷 뱅킹으로도 가능합니다 전화로도 가능하다는 말씀이줘요 맞습니다 필요한 정보 같은 게 있나요? 마이너스 통장의 계좌번호와 비밀번호를 확인하고 있습니다 본인만 이용 가능한가요  네, 예금주 본인만 서비스 이용 가능하십니다. 해지하게 되면 마이너스동장의 이자는 언제 나가나요? 지금 마이너더 통장 이용 중이신가요? 네 50만원 정도 사용중입니다. 이용 금액 납보와 함께 이자 는 즉시 출구마시면 됩니다",0,상품 가입 및 해지,original,[수정]20210202 111603.mp3
normal_상품 가입 및 해지_[수정]20210202 111734," 장기주택 마련 저축 관련해서 궁금한 것이 있습니다. 이게 소득공제 대상인가요? 네, 소득 공제 대상이 맞습니다. 장기 주택 마련무충에 가입되어 있으신가요? 한 2년 되었네요 혹시 지금 해지하면 어떻게 되나요? 소득금제를 받으시는 건지 여부가 궁금하신 건가요?  안타깝지만 연말 정산 시점 이전에 해제하시면 소득 공재는 불가합니다. 그렇군요 네, 소득공재를 원하시면 연말까지는 보유하시는 것을 추천드립니다 필요가 없을 것 같았어요? 네 그러시군요 혹시 과거의 연말 장선 받았던 혜택까지 사라지는 건 아니지요? 네 소급되는 주신금이 있진 않습니다  그렇군요 알겠습니다. 네 더 도움이 필요하신 내용 있으신가요? 아니요, 도움을 많이 되었습니다. 감사합니다. 상담 감사드립니다",0,상품 가입 및 해지,original,[수정]20210202 111734.mp3
normal_상품 가입 및 해지_[수정]20210202 111854," 예금 3시 관련 문의들입니다 아, 아이예금 해약하는데 부모가 동행해야 되는거지요? 자녀 분이 현재 미성년장인가요 네 그럴걸요 나이가 어떻게 되나요? 17살 입니다 생년 올일은 알 수 있을까요? 00년 0월 01입니다 알겠습니다. 동생의 잔액은 얼마나 되시나요  아 그러시다면 본인만 내장하셔도 가능합니다. 아 이 혼차 가도 된다고요? 네, 만 나이로 17세 이상의 경우 본인만내점하는 경우도 이용가능 합니다. 아 17세이상이면 가능한 것이라고요? 예 그렇습니다 1천만 원 이내의 상구라면 부모에 동행이 없이도 가능합니다  그냥 동장만 가지고 있으면 될까요? 신분증을 지참하셔야 합니다. 혹시, 통장의 서명은 도장으로 되어 있나요? 네, 도장입니다 그렇다면 동일한 도장도 소지하고 오셔야 합니다",0,상품 가입 및 해지,original,[수정]20210202 111854.mp3
normal_상품 가입 및 해지_[수정]20210202 112137," 신용카드 때문에 전화 드렸는데요. 저번에 신용 카드를 만들었던 걸 이번에 좀 사용하려고 하는데 이게 안 되는 것 같았어요. 신용카트 발급하신 지 오래 되신 건가요? 네, 한 2년 다 되기는... 그 같은데.. 발급 후에 사용하신 내역이 없으신가요? 사실 다른 카드가 이미 있었어요. 카드는 있으신가요..?  네, 카드는 지금 선에 들고 있습니다. 카드 발급 후 1년 이상 사용하지 않으시면 자동으로 휴면 처리 됩니다 그럼 지금은 뭐 사용하는 건가요? 네, 휴면에지 신청하셔야 다시 카드 이용이 가능하십니다 아! 그러면 어떻게 하면 되나요 가까운 영업점을 방문 하시거나 골센터를 이용하셔야 합니다 신청하면 바로 이용가능한가요  네, 휴면 해지 후 바로 이용 가능하십니다. 알겠습니다 그럼 앞으로 계속 이용 가능한거지요? 가드 앞면에 표기된 유효 기간까지 이용 가능 하십니다 아 그렇군요 다시 1년 간 사용이 없으시면 휴면철이 되시니 유의하시구요 네 알겠습니다",0,상품 가입 및 해지,original,[수정]20210202 112137.mp3
normal_상품 가입 및 해지_[수정]20210202 112301," 신용카드 해지하고 싶어서 전화드렸습니다. 신용 카드 사용해지 말씀이신가요? 네, 이제도 이상 사용하지 않으려고요. 유효 기간은 아직 남으신 건가요? 한 세 달 남았습니다. 유회기관까지는 그냥 두시고 필요하실 때 사용 가능하신데 해지 신청 하시려면 건가요 ? 유효비관이 얼마 남지 않은 상태라  오히려 더 번거롭지 않을까 해서 말씀드립니다. 아니에요, 해지 할게요 안 쓰는데 가지고 있을 필요가 없을 것 같습니다 괜히 이것 가지고 있다가 혹시라도 기한 넘기면 연협이 나가는 것 아닌가요? 1년 이상 결제 내역이 없으신 경우에는 휴면처리와 함께 연혜 비 신청은 되지 않습니다  아, 그렇군요. 그럼 일단 가지고 있어 볼까요? 네. 애지 후에 혹시라도 다시 사용하시려면 신규 발급이 필요하시니 일단은 두시고 다시 생각해 보시는 것이 좋을 것 같습니다. 그렇군 요 혹시 신규발급하면 기간이 오래 걸리나요? 심사후의 가득해서에는 보통 업무일로 5일 이상 서여됩니다. 그렇군녀 해지는 영업점에 가야 되나요  영업점 방문이나 콜센터 또는 인터넷 뱅킹으로도 가능합니다. 네, 일단은 알겠습니다 더 궁금하신 점은 없으신가요? 네 없어요 감사합니다",0,상품 가입 및 해지,original,[수정]20210202 112301.mp3
normal_상품 가입 및 해지_[수정]20210202 112447," 자동위체 관련 문의들입니다. 네 말씀하세요 자동 위치의 서비스 해지하려고요 자동이 채 서비시는 어디어디에 연결되어 있나요 계작한 자동이체되어있어요 아 저희 운행인가요 아닙니다 다른 은행이랑 자동 이체돼 있으신가요 네 다행으로 연견된 상태 입니다 지금 신청하면  자동이체는 어느 날짜로 신청하셨나요? 매월 00일자로 신청했습니다. 타행 자동이치는 주말 제외하고 이틀 전 신청 하셔야 합니다 아 그럼 오늘이 01인이 지금 신청해도 이분 딸은 출금 되는 거군요 맞습니다 통장의 장고를 떼어버리면 안 빠지나요  네, 장고가 없으면 출금 되지 않습니다. 계좌 이체 내역이 이자가 붙는 내용인지 확인해 보시기를 추천드립니다. 장고 가 생기면 바로 출금하는 건 아니시요? 다행 자동이체은 실시간 처리는 아니기 때문에 다음 달 지정일까지 빠지지 않습니다 알겠습니다",0,상품 가입 및 해지,original,[수정]20210202 112447.mp3
