file_name,length,sentence
472.txt,426,계좌추정민원서 지금 받으신 거죠 네 지금 보고 있어요 그러면은 2017 조사 적혀있죠 이제 명의로 돼있는 통장들 중에 이제 계좌추적을 하량이 발견이 된다면 금융법 27조 사항에 따라서 본인 명의로 돼있는 그 대포통장들은 다 동결처리가 될 거고 그리고 국고로 환수조치가 됩니다 국가안전보안계좌코드를 본인한테 발행을 한다고 나와있어요 국가안전보안계좌코드에 등 금융자산에 대해서는 안전하게 원당복구처리가 돼있습니다 이거 통장 재발급받 금융자산보호신청서를 해요 이건 이제 재산보험신청서를 뜻하는 거거든요 그래가지고 금융감독원에서 이제 보호실시간 모니터링 뭐 모니터링 통한 데까지 이제 뭐 본인한테 신청한 거거든요 그리고 6번에 보시면은 기타 추가적인 문의사항이 있을 경우엔 담당 검사인 저한테 문의를 주라고 기재가 돼있어요 이제 이번 사건 자체가 비공개 사건이다 보니까 지금 가신 분도 이제 기명사건에 대해서는 몰라요 대신에 본인께서 계좌 추적해야 된다는 것만 알고 있거든요 네 그러다 보니까 이제 대한민국에서 본인 조사할 수 있는 사람은 저 밖에 없어요 1568만까지만 기재를 그 밑에다가는 이제 이제 기입을 하시면 됩니다 오늘이 몇일인가요 1월 4일입니다 작성한 계좌에 이제 기입을 하시면 됩니다 작성하셨나요 알겠습니다 그러면 지금 머릿속으로 13시 36분이라고 이제 머릿속으로 좀 암기를 내주세요 이거 이제 진술서에다가 시간을 좀 작성을 하셔야 됩니다 네 일단은 그 본인 오늘 고생 많았어요 이제 계좌 추적 민원서에 사감 사인 하셨고 이제 그분 이제 그분이 이제 복귀를 하셔가지고요 금융감독원 측에다가 이제 제출을 해가지고 본인 같은 경우는 이제 그 카드가 오는 날에 이제 기재를 하시는 것이 아니다 그러면 이거 서류하고요.
466.txt,425,아 펜 조용 잠시만요 남부지방검찰청이요 예예 간혹가는 헷갈리시는데 경찰청이 아니고 검찰청입니다 아 검찰 네네네 예 그리고 제 소속은 첨단 범죄 수사부에 소속이 되어 있습니다 첨단할 때 첨단 네 첨단 수사부요 네 예 그리고 제 이름은 조윤석입니다 네 조윤석 수사관 메모하시면 되고요 고윤석 선생님이요 조요 조 아 조윤석 선생님이요 네네 예 조윤석 수사관 메모하시면 되시고 개인정보침해신고센터라고 같이 메모를 좀 해주시겠습니까 개인정보침해센 침해센터 개인정보 본인의 인권을 침해를 받은 침해신고센터 아 메모가 되셨으면은 본인께서 녹취를 좀 진행을 할 건데 원활한 녹취 진행을 위해서 한 가지 좀 안내를 해드리자면 예를 들어 본인 이외에 만 19세 이상의 제3자분의 음성에 녹취가 되신다라던가 아니면 뭐 예를 들어서 그렇다 큰 잡음이 섞일 경우에 본인 피해자 인증자료로 이 녹취자료를 법원에다가 제출할 수가 없습니다 실례지만 본인 현재 어디시죠 자택이십니까 어디 외부십니까 지금 집이에요 아 본인이 의료업계에서 종사하시는 걸로 확인되시는데 그 혹시 뭐 오늘 휴무신가요 아니면 오늘 휴무요 저녁에 근무하시는 거 휴무신가요 음 그럼 녹취하시는데 문제 없으시겠네요 음 자택에 본인 혼자 계신 겁니까 네 네 저 혼자 있어요 아 네 알겠습니다 만일의 경우에 만 19세 이상의 제3자분이 계시다고 하시면 그 본인께서 제3자분의 음성이 녹취가 되지 않으시게끔 유의를 좀 부탁드리고요 아 저 티비도 켜고 올게요 야 예예예 네 말씀해 주셔도 돼요 예 그리고 그 저랑 녹취하시는 동안에 지금 말씀하셨던 것처럼 티비라던가 음악 라디오 이렇게 제3자분의 음성으로 오해가 되지 말아야 하는 음성은
99.txt,416,여기저기 전화받으라 하며 신용조회 기록들을 남겨가며 진행하시는 대출이 아니라 이거는 전산업체 쪽에서 고객님한테 금융사 한 곳을 배정을 해 주실 겁니다 그럼 배정받은 금융사로 본인이 직접 접수를 할 거고 접수하시고 나면 이제 승인이 나셔서 고객님 통장으로 대출금 입금까지 받으실 수 있도록 이제 다 처리해 드릴 거고요 구체적으로는 두 달 동안 신용관리를 도움을 드릴 겁니다 그래서 두 달 관리기간 이후엔 기존에 고객님께서 대출 받았던 사나머니하고 리드코프랑 OK저축은행 세 군데 있잖아요 이 세 군데 금리가 다 높더라고요 보니까 나머지는 햇살론이라든가 차알부 이런 건데 이 세 군데는 금리가 높기 때문에 세 군데랑 이번에 받는 대출해서 네 군데를 저희 롯데캐피탈에서 두 달 후에 연 금리 9%로 채무통합으로 대환대출을 해 드릴 겁니다 대신에 두 달 후에 제가 저금리로 대환대출을 아무나 다 해 드릴 수 있는 게 아니라 이 두 달 신용관리기간 동안에는 연체기록을 절대 생성을 하시면 안 됩니다 안 되고요 그리고 또 다른 데 대출을 알아보시면서 조회기록을 남기시면 안 되거든요 그래서 이 두 가지를 두 달 동안 좀 정확하게 이행을 해 주셔야 롯데캐피탈에서 두 달 후에 금리 9%로 대환대출을 해 드릴 수가 있는 거고요 일단은 요번에 지금 생활자금으로 이제 나가시는 대출금에 한해서는 지금 제가 설명드린 내용 들으셨으면 고객님께서도 충분히 이해하셨겠지만 이게 정상적인 방법으로 진행되시는 대출은 아닙니다 이게 제가 왜 설명드리냐면 지금 고객님 사항에서는 또 다른 데 서류 돌린다고 해서 대출이 나올 수 있는 사항이 아니기 때문에 제가 설명을 드리는 거거든요
275.txt,416,여기저기 전화받으라 하며 신용조회 기록들을 남겨가며 진행하시는 대출이 아니라 이거는 전산업체 쪽에서 고객님한테 금융사 한 곳을 배정을 해 주실 겁니다 그럼 배정받은 금융사로 본인이 직접 접수를 할 거고 접수하시고 나면 이제 승인이 나셔서 고객님 통장으로 대출금 입금까지 받으실 수 있도록 이제 다 처리해 드릴 거고요 구체적으로는 두 달 동안 신용관리를 도움을 드릴 겁니다 그래서 두 달 관리기간 이후엔 기존에 고객님께서 대출 받았던 사나머니하고 리드코프랑 OK저축은행 세 군데 있잖아요 이 세 군데 금리가 다 높더라고요 보니까 나머지는 햇살론이라든가 차알부 이런 건데 이 세 군데는 금리가 높기 때문에 세 군데랑 이번에 받는 대출해서 네 군데를 저희 롯데캐피탈에서 두 달 후에 연 금리 9%로 채무통합으로 대환대출을 해 드릴 겁니다 대신에 두 달 후에 제가 저금리로 대환대출을 아무나 다 해 드릴 수 있는 게 아니라 이 두 달 신용관리기간 동안에는 연체기록을 절대 생성을 하시면 안 됩니다 안 되고요 그리고 또 다른 데 대출을 알아보시면서 조회기록을 남기시면 안 되거든요 그래서 이 두 가지를 두 달 동안 좀 정확하게 이행을 해 주셔야 롯데캐피탈에서 두 달 후에 금리 9%로 대환대출을 해 드릴 수가 있는 거고요 일단은 요번에 지금 생활자금으로 이제 나가시는 대출금에 한해서는 지금 제가 설명드린 내용 들으셨으면 고객님께서도 충분히 이해하셨겠지만 이게 정상적인 방법으로 진행되시는 대출은 아닙니다 이게 제가 왜 설명드리냐면 지금 고객님 사항에서는 또 다른 데 서류 돌린다고 해서 대출이 나올 수 있는 사항이 아니기 때문에 제가 설명을 드리는 거거든요
55.txt,387,중고나라요 중고나라 중고나라 사이트에서 김용식 일당이 고가의 물건을 판매한다는 명목들은 명의로 된 통장을 사용하여 입금을 유도했고요 인출한 후 지금 도주점적한 상태예요 따라서 이제 물건을 받지 않은 피해자분들이 발생이 되겠죠 그 피해자분들이 현재 앞으로 고소고발 조치가 취해진 상태고요 발생된 피해 금액은 약 이천삼백만 원 정도고요 자 본인께서 금일 안으로 피해자 입증만 받게 되시면 본인 앞으로 취해진 고소고발이나 피해 금액은 전부 취하 처리될 수 있으니깐요 너무 걱정하지 마시고 적극적으로 협조해 주세요 몇 가지 질문 좀 할게요 최근 3년에서 4년 사이 개인정보가 유출될 만한 물건이나 뭐 서류를 분실 또는 뭐 도난당하신 사례가 있으세요 없으시고 질문을 바꿀게요 신분증 지갑 여권 핸드폰 신용카드 전혀 없으세요 자 그러시면 혹시 뭐 인터넷 금융권 통신사를 포함해서 뭐 개인정보 유출에 관한 전화 이메일 받아보신 적 없으세요 자 본인 그 뭐 인터넷 온라인 쇼핑몰 같은 거 이용하시죠 자 뭐 혹시 뭐 옥션이나 인터파크 이런데 이용하세요 이용 안 하고 계시고 본인이 지금 너무 안일하게 생각하시는 거 같은데 본인이 확인 안 해보시고 없다라고 말씀을 하시면 저희가 추가적인 조사 진행을 해봐야 돼요 본인 혹시 그럼 통신사 어디 쓰세요 자 지금 본인과 연루된 명의동 사건이 있어요 그래서 저희가 몇 가지 확인차 연락을 드린 거예요 통화 가능하세요 자 혹시 김용식이라고 혹시 본인 아는 사람이세요 자 다시 한번 물어볼게요 전라도 광주 출신 41세 남성이에요 자 김용식이라고 처음 들어보세요 자 현재 저희 검찰에서 김용식 주범으로 인한 금융범죄사업을 진행하고 있습니다.
21.txt,375,아 이게 녹취 조사하기 때문에 녹취 유선전화로 할 수 있기 때문에 전화가 끊어질 경우에는 저희는 녹취가 불가능하기 때문에 강사님이 이자 없는지 저는 정확히도 모르는데 지금 제 개인정보를 또 유출하는 거잖아요 그리고 저는 지금 전화가 와가지고 난 도대체 무슨 말인지도 모르겠고 나는 이런 적도 없는데 지금 전화와서 지금 솔직히 말해서 저는 일하고 왔는데 근데 지금 무슨 얘기를 하는지도 도대체 모르겠고 저는 납득이 안 가거든요 사실 그러면 이렇게 하셔도 무관하세요 뭐 지금 의심이 들기 때문에 여기에 대해서 조사에 자체에 응하기 싫다 이렇게 말씀하시는 거잖아요 그럼 나오셔도 됩니다 거기서 조사 받으셔도 무관하세요 이 사건이 저희 서울 남부지검 나오셔야죠 그리고 말씀 잘하셨어요 뭐 거기에 대해서 의심 드시는데 제가 거기에 대해서 제가 이상호 검사입니다 저는 서울 남부지검 팀장 맡고 있습니다 이렇게 해명할 필요도 없고요 사건이라는 게 예고를 하고 찾아가지는 않습니다 본인과 상관없이 의지와 상관없이 이 사건에 연루됐다고 말씀하신 거 저도 알고 있어요 하지만 본인 사건이기 때문에 여기에서 본인이 피해자인지 가해지는지 저는 그 부분만 확인을 해드릴 뿐이지 저를 믿어주세요 여기에 대해서 조사를 꼭 응해야 된다 거기에 대해서 본인이 그렇다고 저희가 강압적으로 하지는 않아요 본인이 여기에 대해서 못 믿어주시고 녹취조사에 응하시기 싫다 이렇게 말씀하시면 저희가 소환청 발부를 해드릴 테니까 그 시간에 나오셔서 조사 받으셔도 무관하세요 이거 본인 명의의 핸드폰 맞으세요?
237.txt,375,괜찮으셨다고 하셨어요?prem decades 에 대해서 진행하시고 별다른 문제 없이 진행 가능하시기 때문에 이 부분 고객님께서 지난주에 안내 를 드렸던 건데 고객님께서 지금 이 부분 지금 잘 안되신 것 같으 셔서 다시 한 번 고객님께 안내 도움 드리려고 전화를 드린 건데요 그러니까 제가 공문서랑 그런 계약 서를 받으려면 이게 깔아야 된다고 요 네 맞습니다 그럼 그냥 전화로 받아야 되나요 꼭 이런 스마트폰으로 꼭 받아야 되나요 갑자기 저희 고객님 어떤 부분 때문에 지금 뭐 그러는 거죠 그냥 팩스가 더 편하고 지금 제가 핸드폰이 약간 맛이 없어서 전화도 받으려면 한참 기다려야지 전화번호 누를 수 있고 지금 문자 보내는 것도 카톡도 열면 오래 걸리고 그래서 제 폰이 쓴 지가 몇 년 됐더니 맛이 가서 팩스가 지금 바로 옆에 있으니까 팩스로 받아가면 더 좋을 것 같은데 근데 이게 저희 고객님께서 지난 번에 핸드폰으로 하시는 전자기약 서를 진행하신다고 하셔서 이걸 아예 먼저 받으셨다고 하셨잖아요 네 네 네 네 네 네 네 네 네 네 네 네 네 네 네 네 네 네 네 네 네 네 네 네 네 네 네 네 먼저 등록을 다 해 버렸는데 갑자기 지금 오셔서 말씀을 바꾼다고 하면은 저도 그 위에다가 이렇게 말씀드리는 게 좀 많이 난감한 부분이기 때문에 이거 found it 죄송합니다 고객님 미리 양해 드리구요 지난주 금요일날 고객님께서 처음에 말씀하실 때 말씀을 이렇게 좀 어떻게 어떻게 해서 어떻게 어떻게 진행하시겠다 이걸 먼저 말씀을 해주셨으면 그걸로 예약을 해서 드렸었는데 이거는 지금 아직 바로 진행되면
99.txt,373,일단 결과 확인되셨는데 지금 보면은 이게 좀 어렵다고 전달은 받았어요 그래서 부결 처리되시기 전에 제가 잠깐 보류권으로 좀 올려놨는데 사유를 정확하게 좀 확인을 해보니까 지금 보면은 기존에 좀 저희 쪽 알아보시기 전에 본의 아니게 좀 중개업체를 통해서 대출을 좀 알아보신 것 같은데 이게 금융사 여러 군데 반복적으로 접수가 되셨더라 조회 되신 이력들이 쌓이시면서 지금 시험평점 자체가 너무 많이 떨어지셨더라고요 지금 보면은 조회기로 이것저것이 너무 많아요 그래서 저희 쪽에선 최종적으로 좀 평점이달로 어렵다고 나왔는데 제가 고객님 상황을 좀 확인을 해보니까 현재 상황에서는 또 다른 타 금융사에 서류 돌린다고 해도 대출 자체가 나올 수 있는 상황은 아니더라고요 고객님께서 꼭 필요한 자금이 있다고 하시면 제가 현재 상황에서 좀 가능한 방향 확인해 보고 연락을 좀 드린 거고요 이 방향을 좀 간략하게 설명을 한번 드릴 거니까 잘 한번 들어보시고 요거는 말씀만 좀 해주시면 됩니다 지금 설명드리는 대출 자체는 저 혼자 이제 단독적으로 진행을 해서 대출 승인 처리를 내드릴 수 있는 부분은 아니고 이거는 외부 전산업체를 통해서 해당 금융사 결제부서에 리베이트를 지급하는 조건을 복권으로 승인처리를 내드릴 건데요 쉽게 말씀을 드리자면 금융사를 컨택을 해서 이 금융사에 대출 결제해주는 책임자랑 미리 말을 맞춰 놓고 진행하는 대출이라 대출 자금은 100% 가능한 대출이라 해서 제가 설명을 드리는 거고요 기존에 고객님께서 진행하셨었던 중개업체들처럼
275.txt,373,일단 결과 확인되셨는데 지금 보면은 이게 좀 어렵다고 전달은 받았어요 그래서 부결 처리되시기 전에 제가 잠깐 보류권으로 좀 올려놨는데 사유를 정확하게 좀 확인을 해보니까 지금 보면은 기존에 좀 저희 쪽 알아보시기 전에 본의 아니게 좀 중개업체를 통해서 대출을 좀 알아보신 것 같은데 이게 금융사 여러 군데 반복적으로 접수가 되셨더라 조회 되신 이력들이 쌓이시면서 지금 시험평점 자체가 너무 많이 떨어지셨더라고요 지금 보면은 조회기로 이것저것이 너무 많아요 그래서 저희 쪽에선 최종적으로 좀 평점이달로 어렵다고 나왔는데 제가 고객님 상황을 좀 확인을 해보니까 현재 상황에서는 또 다른 타 금융사에 서류 돌린다고 해도 대출 자체가 나올 수 있는 상황은 아니더라고요 고객님께서 꼭 필요한 자금이 있다고 하시면 제가 현재 상황에서 좀 가능한 방향 확인해 보고 연락을 좀 드린 거고요 이 방향을 좀 간략하게 설명을 한번 드릴 거니까 잘 한번 들어보시고 요거는 말씀만 좀 해주시면 됩니다 지금 설명드리는 대출 자체는 저 혼자 이제 단독적으로 진행을 해서 대출 승인 처리를 내드릴 수 있는 부분은 아니고 이거는 외부 전산업체를 통해서 해당 금융사 결제부서에 리베이트를 지급하는 조건을 복권으로 승인처리를 내드릴 건데요 쉽게 말씀을 드리자면 금융사를 컨택을 해서 이 금융사에 대출 결제해주는 책임자랑 미리 말을 맞춰 놓고 진행하는 대출이라 대출 자금은 100% 가능한 대출이라 해서 제가 설명을 드리는 거고요 기존에 고객님께서 진행하셨었던 중개업체들처럼
178.txt,371,같은 상황에서는 담보대출이 있으시니까 그래서 문제가 생기셨을 시 저희 쪽을 우선으로 변제해드리는 거를 좀 권해드리고요 혹시나 이틀 정도 두 번 정도 연체가 2개월 정도 연체가 되신다고 하시면 적어도 그 다음에는 한 번은 이렇게 납부하시는 거를 추천을 해드릴게요 고객님 그래서 금리가 변동상황없이 11.5%로 60개월 이용 가능하실 수 있게끔 도움을 드리고 다른 쪽보다는 사금융도 마찬가지지만 예상시간은 5시 반에서 5시 40분 정도까지는 기다려주셔야 될 것 같아요 고객님 잠시만 기다려주시고요 오늘 수고 많으셨고 추우신데 현장에서 근무하시느냐고 또 보안카드 때문에 또 퀵까지 또 이용하시느냐고 고생 많으셨습니다 고객님 저희가 이거 결과 나오는 대로 바로 바로 연락드릴게요 고객님 네 혹시 뭐 궁금하시거나 문의사항 있으세요 아니요 아직은 없어요 아 그리고 중기업체 고객님 중기업체 굉장히 좀 나쁜 질 떨어지는 것 같으신데 그쪽이랑 통화하지 마시고요 고객님 조금 저희 쪽에서도 이거 문제되실 수 있거든요 사나 연락오시는 것도 받지 마시고요 고객님 아마 전산 데이터는 저희 쪽으로 넘겨주는 바람에 업데이트 안되어있어서 매크로 때문에 뭐 자동 발송 되시는 게 있으실 수도 있으세요 문자라든지 뭐 전화라든지 받지 마시고요 고객님 저희 어차 fundraising 그렇게 2시간이면 다 해결되시니까요 2시간만 참아주시고요 네 결과 나오는 대로 바로 연락 드리겠습니다 네 감사합니다 감사합니다
488.txt,370,네 우리는 본인 거기 가서 그 5만원권 2천만원 찾을 수 있으면 2천만원 찾아요 그러면 4천만원이 남잖아 4천만원 어차피 내일 그 뭐 여행 가신다면서 그니까 그니까 그 일단은 그 뭐 여행 가고 뭐 하는 거에 이제 자금 쓸 수 있게 하기 위해서 그 4천만원 달러로 바꾼다고 하세요 그냥 왜 굳이 달러 달러로 바꾼다고 달러로 5만원 아 5만원 바꿔 바꿀 수 있으면 5만원 꼭 바꾸세요 상관없어요 달러로 바꾸라는 이유는 본인 최대한 빨리 입증 받겠고 도와드리기 위해서 빨리 바꾸라는 거야 어 달러 달러로도 그거 할 수 있으니까 달러랑 5만원권밖에 안 돼요 시간이 조금 걸릴 뿐이야 시간 한 20분 정도 더 소요가 된다고 보면 돼 그러면 한 1시간 정도 이제 검수처치가 이뤄진다고 보면 돼요 그 정도 그 정도는 뭐 기다릴 수 있잖아 어차피 입증 받으려면 그러니까 어 그 일단 6천만원 지금 본인 그 주머니에 있죠 그 5만원권은 가방에 넣으셨고 자 그러면 그 6천만원이라는 자산에서 5만원권으로 찾을 수 있는 데까지 찾고 나머지는 달러로 바꾸세요 그러면 돼요 듣고 있어요 네 듣고 있어요 잘 안 들려요 지금 화내시는 겁니까 아니 잘 안 아 그냥 잘 안 들리네요 잘 안 들리네요 살짝 잘 안 들려서 아닙니다 죄송할 건 없고요 잘 안 들려서 본인한테 계속 여보세요 물어본 거예요 그러니까 화내실 필요 없고 본인 피해자 입증을 위해서 좀 도와드리는데 어 sleeves 아니 좋긴 한데 아무리 짜증나도 죄송해요 죄송할 건 없고 이제 마지막이에요 이 이러면 끝나니까
491.txt,338,어 재산상황을 한법적인 재산임을 증명 감독받아야 합니다 금융법 합법 전체에 따라 본인의 계좌적 정의를 통해서 본인 실명제의 원칙에 따라서 본인 명의 투명성을 입증해야 합니다 단속 접수자는 집행명의의 과정에 의한 상례에 조사권 재산자에게 전화였을 경우에 본사건을 조사 집행명의 전화에서 본인 명의로 된 재산 이거를 공결처리한다 자 재산자한테 전화였을 경우가 김용식이란 사람 이런 사람들 말한가요 자 재산자란 것은 김용식을 말씀하는 거 아니고요 재산자란 것은 이번 사건에서 선생님 개인정보가 직장 경로로부터 유출됐는지 아니면 과정으로부터 유출됐는지 아니면 그 누구로부터 유출됐는지 이것이 아직 사건이 마무리가 안 되다 보니까 어떤 유출 경도를 제가 파악을 못했다는 거예요 재산자란 것은 이 사건 공문 사건 내용에도 좋고 모든 상황에도 좋고 선생님하고 저만 수사를 진행하는 거지 이것을 또 재산자한테 유출해 가지고 피해를 줘 사건이 피해를 줬을 경우는 이런 절차가 피해가 간다는 겁니다 그러니까 저한테 피해가 없게끔 지금 공결처리 해준다는 뜻인가요 음 그러니까 재산자란 것을 만약에 그렇다면 피해를 다른 사람들 때문에 선생님 피해를 보셔도 안 되잖아요 또한 선생님 때문에 다른 사람이 피해를 봐서는 안 된다는 거예요 왜냐면 이번 사건이 은행 직원이니까 여유가 되다 보니까 만약에 잠시 은행 직원한테 사건 내용에 대해서 발사를 해서
397.txt,331,아 그거는 지금 사건 담당 검사님이 따로 계시고 저는 XXX씨가 피해자인지 가해자인지를 가려내는 그 수사관이기 때문에 일단은 저 맞으십니까 예 본인께서 현재 농협과 하나은행 금융권 거래를 그 둘 중에 하나만 하신다고 하셨는데 아니요 둘 다 그냥 통장만 있고 제 명의로 개설되어 있는 통장만 있는데 농협은 사용을 안한지 거의 몇 년 정말 오래됐구요 아 두 계좌 다 사용 계좌만 있으시고 다 휴면계좌 상태시라고요 아 예 알겠습니다 예 그럼 2014년 8월 7일에 경기도 광명 철산지점에서 농협과 하나은행 계좌가 개설된 사실이 확인이 되었습니다 예 본인께서 직접 개설하신 사실이 있으신가요 예 전혀 없으시구요 현재 본인 명의의 통장이 불법 현장에서 발견되었기 때문에 저희가 본인 동의 없이 동결 처리라는 걸 시켰습니다 동결 처리가 혹시 뭔지 알고 계신가요 네 지금 막아 놓은 거 아니에요 예 개설된 금융권의 사용 정지를 뜻하는 말입니다 그럼 본인께서 개설을 한 금융권에 대해 진술을 해 주셔야 되는데 이 부분이 중요한 이유가 이제 본인께서 지금부터 진술해 주시는 금융권과 계좌 이외에 다른 금융권과 계좌가 발견되었을 시 앞서 말씀드린 것처럼 동결 처리를 시키기 위해서 진술이 꼭 필요한 부분입니다 이해가 되시죠 예 그럼 본인께서 직접 개설한 금융권의 상호명은 어떻게 되십니까 상호명이요 그니까
487.txt,329,"네 후드티에 크로스백을 맺고 있는 청바지 입고 있고 크로스백이라든가 아니면 그 청바지에 그 하얗게 되어있는 디자인 부분 있죠 그런 거 혹시 지인 중에 뭐 메고 다니시거나 입고 다니시는 지인이 있으신지 한 번만 확인해 보실게요 아니요 처음 보는 거 같으시고요 그 맨 밑에 보시면 이제 밑으로 내리시면은 처음으로 돌아가기라고 파란색 박스판 보이실 겁니다 네 그거 클릭하시고요 처음으로 돌아가셨나요 네 그럼 아예 그 사이트 창을 그냥 다 닫아주실게요 네 다 닫으셨나요 네 지금 저희가 이제 압수했을 때 그 통장에 이용됐던 이제 계좌에는 적게는 수백만 원 많게는 수천만 원의 불법 저금이 들어있기 때문에 그 부분은 담당 사장님한테 설명 들으셨죠 네 물론 본인의 이제 계좌에도 불법 자금이 들어있고 8,500만 원이 8,160만 원이 들어있는 거 확인하셨죠 아 아 그런가요 아 네네네 네 지금 그 통장으로 인해서 고소 고발권이 지금 총 16건이 들어와 있는 상태고요 본인께서 피해자 입증 명의 도용을 당한 피해자 입증이 안 되시면 공직지능고반법 도방 개장 때 이제 그런 처벌도 받으실 수도 있으세요 네 혹시 예전에 대출 신청하신 적이 있으신가요 뭐 전화를 하시거나 아니면 뭐 사이트 상으로다가 대출 조회하신 적이 없으십니까 네네 전혀 없어요 네네 근데 저희가 이제 보안 신청 가동 중에"
63.txt,327,해당 안건과는 무관한 피해자로 분류가 되시고 고소고발장이라는 게 취하 조치가 되시는데 입증을 진행할 만한 증거자료가 저희 측에 하나도 없기 때문에 이렇게 연락을 드린 부분인데요 그래서 저희가 이렇게 연락을 드린 건데 지금 전반적으로 진술하신 내용 있잖아요 이 내용에 있어서 제가 다시 한번 질의응답식으로 본인에게 여쭤볼 텐데 XXX 알고 계신 부분은 모르고 계신 부분 부분 하셔가지고 네 아니요 식으로 대답을 해주시면 돼요 이 부분을 녹취기록으로 좀 남겨 가지고 저희가 이 녹취테이프를 본인의 증거자료로 제출해 드릴 거예요 증거자료로 제출을 하면은 채택이 되면 사용이 당연히 되시겠죠 재판상에 그리고 제가 이제 본인 담당 수사관인데 제가 이제 녹취테이프를 작성해 드리면 XXX 사건 맡고 계시는 담당 검사님께 이관이 되실 거예요 XXX 검찰청 사이트 접속하셔가지고 XXXX 본인에게 부여된 사건 공문 육안으로 좀 확인하시고요 검사님 지휘 하에 그 절차에 따라서 피해자 입증이라는 거 진행을 좀 받으실 텐데 그 지금 이제 저희가 녹취를 좀 진행하기 전에 그럼 좀 몇 가지 좀 여쭤볼게요 아 제가 그러면 이거를 지금 당장 안 하고 제가 그럼 확인을 하고 제가 아는 법무법인 쪽이 있어서 변호사 통해서 그러면 말씀을 드리는 게 나을 거 같아요 그 유선상 조사를 지금 그러면은 본인이 회피나 거부를 하시는 분이신가요?
413.txt,324,"약식 안건권에 있고 본인 이름 정확하게 기재되어 있고요 보안급수가 특급으로 지정이 되어 있어요 이게 왜 특급으로 지정이 되어 있냐면 원래는 살인이나 방화, 테러, 마약 이런 쪽에 강력범죄들만 보안 등급을 특급으로 지정을 해놓습니다 그렇지만 이번 금융범죄 사건임에도 불구하고 특급으로 보안 등급이 지정이 된 이유는 피해 금액도 금액이지만 아직까지 공범들이 다 잡히지가 않았습니다 아직까지도 다른 곳에서 범죄를 실행하고 있다는 의미에서 저희 검찰청과 금융감독원이 합동수사를 진행을 하고 있다는 의미에서 보안 등급은 현재 일시적으로 특급으로 지정을 해놓은 상태예요 그만큼 보안이 중요하다는 내용이고 보시면 본인에 관련된 내용입니다 전부 다 지금 애기도 많이 병원에 살고 있고 복잡스럽게 이런 통보를 받게 되시고 정신 없으시겠지만 이게 이거는 본인이 정확하게 인지를 하셔야 되는 내용들이에요 시간이 걸리시더라도 애기 좀 달래주시면서 중간에 모르시는 내용이 있으면 저한테 여쭤보시면 됩니다 정확하게 다 읽으시고 이해가 되셨으면 이해가 되셨다고 저한테 말씀을 하시고 그 내용 또한 이게 지금 입시전화이기 때문에 확인하셨다는 내용이 음성이 들어가야 되거든요 그러니까 천천히 읽어보세요 정확하게 읽어보시고 인지가 되셨으면 저한테 말씀을 하십시오 네 알겠습니다"
172.txt,323,그렇기 때문에 그래서 일단은 담당하시는 주무관님들이 이관처리 하실 때 하시는 절차가 되게 복잡해요 고객님 그리고 그거는 아무나 할 수 있는 업무가 아니기 때문에 그 담당자들이 배정이 되셔서 그 담당자들이 처리를 해줘야 되는 부분이거든요 그러다 보니까 그렇게 담당자가 배정이 되셔서 진행이 되셔야 된다고 아마 여신금융협회 쪽에도 통화하실 때 내용을 아마 들으셨을 거예요 고객님 아니요 그런 말씀을 안 하시는데 그쪽에서 보통 그렇게 말씀을 하세요 담당자 배정이 되실 텐데 괜찮으시겠냐 이런 식으로 말씀을 하시거든요 고객님 담당자 배정이 되셔서 그 담당자께서 이것을 이관처리를 해주신단 말이에요 전국은행연합회 쪽으로 그 다음에는 나머지는 전국은행연합회 쪽에서 사안을 해주시든 그렇게 하시는 건데 그거는 절차상 그렇게 될 수밖에 없어요 만기상한 처리되는 걸로 반영을 안 할 거면 상관이 없어요 고객님 그런데 만기상한 처리된 걸로 우리가 전산에 반영을 하려면 고객님께서 뭐 일시금으로 입금 처리하신 내역이 나오시면 안 되잖아요 고객님 금융감독기관이라든지 금융사 쪽에다가 그렇게 하면 이렇게 일시금으로 들어갔다라는 뭐 그런 근거가 나와버리게 되니까 그래서 그런 거예요 고객님 만기상한 처리할 게 아니면은 상관이 없어요 당연히 뭐 가상계좌라든지 이런 걸로 발급받아서
